DriverNumber,TeamName,Position,ClassifiedPosition,GridPosition,Points,Season,EventName,EventDate,PitstopCount,TireStrategy0,TireStrategy,Overtakes,DriverFastestLap_s,AvgLapTime_s,AvgSpeedTrap_kmh,TrackTemp_Mean,AirTemp_Mean,Humidity_Mean,WindSpeed_Mean,Rainfall_Amount,WeatherConditions
11,Red_Bull_Racing,20,,5,0,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD,MEDIUM_HARD,0,71.843,75.6965,291.4583333,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
1,Red_Bull_Racing,1,1,10,25,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM,SOFT_MEDIUM,10,82.126,85.37017143,279.8448276,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
11,Red_Bull_Racing,5,5,11,10,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM,SOFT_MEDIUM,11,81.94,85.59428571,279.9074074,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
1,Red_Bull_Racing,1,1,14,26,2022,Belgian Grand Prix,8/28/22,2,SOFT > MEDIUM,SOFT_MEDIUM,7,109.354,114.1045,307.1315789,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
11,Red_Bull_Racing,2,2,2,18,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,3,110.764,114.2455714,300.2432432,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
1,Red_Bull_Racing,1,1,7,25,2022,Italian Grand Prix,9/11/22,2,SOFT > MEDIUM,SOFT_MEDIUM,4,84.745,91.08511321,297.625,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
11,Red_Bull_Racing,6,6,13,9,2022,Italian Grand Prix,9/11/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,12,84.03,91.20003774,298.46,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
1,Red_Bull_Racing,1,1,2,25,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,6,99.541,102.95738,292.1964286,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
11,Red_Bull_Racing,4,4,9,12,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,10,99.563,103.41772,287.4285714,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
1,Red_Bull_Racing,6,6,3,8,2022,Sao Paulo Grand Prix,11/13/22,3,SOFT > MEDIUM,SOFT_MEDIUM,16,74.195,83.43802817,278.0454545,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
11,Red_Bull_Racing,7,7,4,6,2022,Sao Paulo Grand Prix,11/13/22,2,SOFT > MEDIUM,SOFT_MEDIUM,4,74.283,83.49470423,276.3548387,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
11,Red_Bull_Racing,3,3,2,15,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD,MEDIUM_HARD,6,88.972,90.96563793,298.7758621,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
23,Williams,12,12,15,0,2025,Bahrain Grand Prix,4/13/25,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,14,97.141,100.6633571,306.76,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
23,Williams,5,5,7,10,2025,Emilia Romagna Grand Prix,5/18/25,2,MEDIUM > HARD,MEDIUM_HARD,6,78.289,87.47847619,275.6031746,42.664,23.96466667,38.30666667,3.248,0,Windy
55,Williams,8,8,6,4,2025,Emilia Romagna Grand Prix,5/18/25,2,MEDIUM > HARD,MEDIUM_HARD,11,79.836,87.55709524,275.7301587,42.664,23.96466667,38.30666667,3.248,0,Windy
23,Williams,9,9,10,2,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,5,74.597,79.54884211,274.2236842,43.3175,22.209375,52.51875,0.979375,0,Clear
55,Williams,10,10,11,1,2025,Monaco Grand Prix,5/25/25,2,HARD > MEDIUM,HARD_MEDIUM,2,73.988,79.59309211,275.9210526,43.3175,22.209375,52.51875,0.979375,0,Clear
55,Williams,14,14,17,0,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,16,79.317,84.94975758,312.5357143,48.54322581,29.12,54.62580645,1.632903226,0,Clear
55,Williams,14,14,13,0,2025,Hungarian Grand Prix,8/3/25,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,12,79.79,83.39937681,295.7068966,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
23,Williams,15,15,19,0,2025,Hungarian Grand Prix,8/3/25,2,SOFT > MEDIUM > HARD,SOFT_HARD,10,80.779,83.46872464,291.7758621,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
23,Williams,5,5,15,10,2025,Dutch Grand Prix,8/31/25,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,73.687,82.16911111,289.7460317,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
23,Williams,13,13,19,0,2025,Azerbaijan Grand Prix,9/21/25,2,MEDIUM > HARD,MEDIUM_HARD,8,104.152,107.8520625,315.0196078,26.10705128,20.55192308,59.83333333,1.507051282,0,Clear
23,Williams,14,14,18,0,2025,United States Grand Prix,10/19/25,2,HARD > MEDIUM > SOFT,HARD_SOFT,13,98.328,102.1457321,312.5535714,45.04480519,28.26753247,22.53246753,2.082467532,0,Clear
55,Williams,17,17,12,0,2025,Mexico City Grand Prix,10/26/25,3,MEDIUM > SOFT,MEDIUM_SOFT,10,80.098,83.79301493,333.6071429,50.5882716,26.40555556,23.2345679,1.847530864,0,Clear
23,Williams,11,11,12,0,2025,Sao Paulo Grand Prix,11/9/25,2,MEDIUM > SOFT,MEDIUM_SOFT,15,72.4,78.53211268,301.2380952,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
55,Williams,13,13,15,0,2025,Sao Paulo Grand Prix,11/9/25,2,SOFT > MEDIUM,SOFT_MEDIUM,16,73.683,78.54952113,308.90625,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
23,Williams,15,15,13,0,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,9,95.723,98.51121429,298.75,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
2,Williams,20,20,18,0,2024,Bahrain Grand Prix,3/2/24,3,SOFT > HARD,SOFT_HARD,2,94.735,99.32735185,288.9803922,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
23,Williams,11,11,12,0,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,10,81.618,84.76933333,296.4255319,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
23,Williams,12,12,14,0,2024,Chinese Grand Prix,4/21/24,2,MEDIUM > HARD,MEDIUM_HARD,12,100.79,109.2510714,295.5535714,29.79272727,18.63939394,66.06060606,1.68,0,Clear
2,Williams,17,17,20,0,2024,Chinese Grand Prix,4/21/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,12,101,109.6011429,291.5892857,29.79272727,18.63939394,66.06060606,1.68,0,Clear
23,Williams,18,18,14,0,2024,Miami Grand Prix,5/5/24,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,90.849,96.94678947,320.7192982,44.664,28.522,59.00666667,3.080666667,0,Windy
2,Williams,15,15,15,0,2024,Monaco Grand Prix,5/26/24,2,HARD > MEDIUM,HARD_MEDIUM,3,75.525,113.2181579,277.9342105,46.318,21.5965,63.99,0.9795,0,Clear
23,Williams,18,18,20,0,2024,Spanish Grand Prix,6/23/24,2,MEDIUM > SOFT,MEDIUM_SOFT,14,79.132,82.43655385,303.5576923,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
2,Williams,20,20,19,0,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,10,80.172,82.89207813,304.3653846,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
23,Williams,15,15,16,0,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,12,70.364,72.48091429,301.2857143,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
2,Williams,19,19,19,0,2024,Austrian Grand Prix,6/30/24,3,MEDIUM > HARD,MEDIUM_HARD,1,70.406,73.46531884,293.9275362,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
2,Williams,11,11,12,0,2024,British Grand Prix,7/7/24,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,5,89.972,96.84651923,306.4807692,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
23,Williams,14,14,13,0,2024,Hungarian Grand Prix,7/21/24,2,SOFT > HARD,SOFT_HARD,9,83.93,85.77910145,290.9047619,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
2,Williams,17,17,14,0,2024,Hungarian Grand Prix,7/21/24,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,80.561,86.0084058,297.7647059,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
23,Williams,12,12,10,0,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,10,107.996,110.47025,314.15625,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
2,Williams,17,17,18,0,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,7,107.49,110.9794773,311.6857143,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
23,Williams,14,14,19,0,2024,Dutch Grand Prix,8/25/24,2,MEDIUM > HARD,MEDIUM_HARD,11,74.434,77.27084507,306.2903226,30.80588235,19.00588235,60.96078431,4.568627451,0,Windy
23,Williams,20,,11,0,2024,Singapore Grand Prix,9/22/24,2,MEDIUM > HARD,MEDIUM_HARD,0,96.888,104.0468667,280.0714286,36.445625,30.78625,74.65,0.955,0,Clear
23,Williams,16,16,14,0,2024,United States Grand Prix,10/20/24,2,MEDIUM > HARD,MEDIUM_HARD,10,99.084,103.1776296,300.2909091,46.60193548,28.12129032,35.53548387,1.5,0,Clear
43,Williams,14,14,20,0,2024,Las Vegas Grand Prix,11/23/24,2,HARD > MEDIUM,HARD_MEDIUM,13,96.867,100.02282,301.92,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
23,Williams,19,,17,0,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,7,98.008,101.28084,304.6,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
43,Williams,19,,20,0,2024,Abu Dhabi Grand Prix,12/8/24,2,MEDIUM > HARD,MEDIUM_HARD,0,89.411,95.01653846,295.3846154,31.80540541,26.76824324,51.44594595,1.900675676,0,Clear
23,Williams,10,10,15,1,2023,Bahrain Grand Prix,3/5/23,3,SOFT > HARD,SOFT_HARD,8,97.144,100.4650877,304.5319149,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
2,Williams,12,12,16,0,2023,Bahrain Grand Prix,3/5/23,3,SOFT > HARD,SOFT_HARD,10,96.037,100.6762857,302.8571429,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
23,Williams,19,,17,0,2023,Saudi Arabian Grand Prix,3/19/23,2,MEDIUM > HARD,MEDIUM_HARD,6,95.567,100.94432,298.9259259,31.79256757,26.09189189,57.79054054,1.772297297,0,Clear
23,Williams,16,16,18,0,2023,Spanish Grand Prix,6/4/23,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,14,79.133,81.62535385,304.5,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
2,Williams,20,20,20,0,2023,Spanish Grand Prix,6/4/23,2,MEDIUM > HARD,MEDIUM_HARD,12,79.247,81.99410769,301.6458333,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
23,Williams,11,11,10,0,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,8,69.56,73.28695775,297.7464789,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
2,Williams,13,13,18,0,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,10,69.611,73.5713,298.0714286,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
23,Williams,11,11,16,0,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,12,84.051,85.76407246,292.4782609,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
2,Williams,18,18,20,0,2023,Hungarian Grand Prix,7/23/23,3,MEDIUM > HARD,MEDIUM_HARD,7,83.496,86.40632836,296.6470588,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
23,Williams,14,14,15,0,2023,Belgian Grand Prix,7/30/23,3,SOFT > MEDIUM,SOFT_MEDIUM,13,109.841,114.6962273,313.6388889,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
2,Williams,17,17,18,0,2023,Belgian Grand Prix,7/30/23,3,SOFT > MEDIUM,SOFT_MEDIUM,11,110.236,114.8846818,313.6944444,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
23,Williams,11,11,14,0,2023,Singapore Grand Prix,9/17/23,2,MEDIUM > HARD,MEDIUM_HARD,10,97.342,102.3928167,286.9423077,36.42215909,29.84431818,72.02840909,1.415909091,0,Clear
2,Williams,14,14,18,0,2023,Singapore Grand Prix,9/17/23,2,MEDIUM > HARD,MEDIUM_HARD,5,98.531,102.33605,284.2058824,36.42215909,29.84431818,72.02840909,1.415909091,0,Clear
23,Williams,16,,13,0,2023,Japanese Grand Prix,9/24/23,3,MEDIUM > SOFT,MEDIUM_SOFT,6,99.185,105.3367826,263.6153846,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
23,Williams,13,13,13,0,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,17,86.666,93.68740351,294.6190476,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
2,Williams,18,,15,0,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,6,87.983,96.70515,292.6176471,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
23,Williams,9,9,15,2,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,10,101.318,103.6263571,302.2857143,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
2,Williams,10,10,16,1,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,14,101.238,103.7385714,307.9285714,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
23,Williams,9,9,14,2,2023,Mexico City Grand Prix,10/29/23,2,HARD > MEDIUM,HARD_MEDIUM,5,82.773,85.64076812,327.6724138,45.63947368,25.54736842,23.55263158,1.49,0,Clear
2,Williams,16,16,19,0,2023,Mexico City Grand Prix,10/29/23,3,MEDIUM > HARD,MEDIUM_HARD,13,83.003,86.99588406,332.8064516,45.63947368,25.54736842,23.55263158,1.49,0,Clear
23,Williams,14,14,14,0,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,12,87.845,91.30703448,313.3103448,33.46089744,26.96282051,51,1.794871795,0,Clear
2,Williams,16,16,20,0,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,14,88.58,91.55887931,310.9310345,33.46089744,26.96282051,51,1.794871795,0,Clear
23,Williams,13,13,14,0,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,11,97.355,103.6406316,290.6595745,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
6,Williams,16,16,20,0,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,11,98.251,103.7785789,290.877551,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
6,Williams,16,16,18,0,2022,Australian Grand Prix,4/10/22,2,MEDIUM > HARD,MEDIUM_HARD,6,83.882,92.57949123,271.1632653,37.40833333,26.6974359,43.65384615,1.812820513,0,Clear
6,Williams,16,16,19,0,2022,Spanish Grand Prix,5/22/22,3,SOFT > MEDIUM,SOFT_MEDIUM,8,87.246,91.32704688,301.1454545,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
23,Williams,12,12,17,0,2022,Azerbaijan Grand Prix,6/12/22,2,MEDIUM > HARD,MEDIUM_HARD,5,107.966,112.2309592,313.16,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
6,Williams,15,15,18,0,2022,Azerbaijan Grand Prix,6/12/22,2,MEDIUM > HARD,MEDIUM_HARD,5,109.583,114.2086939,311.26,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
23,Williams,13,13,12,0,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,6,77.951,83.23785714,304.3285714,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
6,Williams,16,16,18,0,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,6,78.54,83.45335714,302.8,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
6,Williams,12,12,10,0,2022,British Grand Prix,7/3/22,3,SOFT > MEDIUM,SOFT_MEDIUM,6,93.286,100.0897255,300.4423077,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
23,Williams,12,12,15,0,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,12,69.669,72.69841429,301.0571429,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
6,Williams,19,,17,0,2022,Austrian Grand Prix,7/10/22,3,MEDIUM > HARD > None,MEDIUM_HARD,4,70.89,73.47295833,300.1458333,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
6,Williams,17,,18,0,2022,French Grand Prix,7/24/22,3,MEDIUM > HARD,MEDIUM_HARD,6,99.65,103.6100513,307.7073171,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
23,Williams,17,17,17,0,2022,Hungarian Grand Prix,7/31/22,3,SOFT > MEDIUM,SOFT_MEDIUM,13,83.047,87.5766087,279.8793103,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
6,Williams,18,18,19,0,2022,Hungarian Grand Prix,7/31/22,3,MEDIUM > SOFT,MEDIUM_SOFT,12,82.478,87.75230435,282.7068966,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
23,Williams,10,10,6,1,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,12,113.055,116.5063571,307.7419355,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
6,Williams,18,18,11,0,2022,Belgian Grand Prix,8/28/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,6,112.256,116.503675,303,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
6,Williams,15,15,10,0,2022,Italian Grand Prix,9/11/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,8,86.798,92.89044231,305.3877551,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
23,Williams,13,13,8,0,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,10,102.471,107.6454528,296.8392857,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
6,Williams,17,17,17,0,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,8,103.485,108.1238113,295.6428571,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
6,Williams,18,18,18,0,2022,Mexico City Grand Prix,10/30/22,2,SOFT > HARD,SOFT_HARD,4,83.709,86.54568116,329.3018868,41.68909091,24.31272727,34.44242424,1.336969697,0,Clear
23,Williams,15,15,19,0,2022,Sao Paulo Grand Prix,11/13/22,3,HARD > MEDIUM,HARD_MEDIUM,11,75.613,83.80366197,276.65,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
6,Williams,16,16,18,0,2022,Sao Paulo Grand Prix,11/13/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,75.327,83.81805634,287.9206349,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
23,Williams,13,13,19,0,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD,MEDIUM_HARD,12,89.939,92.73410526,308.8245614,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
6,Williams,19,19,20,0,2022,Abu Dhabi Grand Prix,11/20/22,3,MEDIUM > HARD,MEDIUM_HARD,7,90.309,94.47250909,299.6,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
