DriverNumber,TeamName,Position,ClassifiedPosition,GridPosition,Points,Season,EventName,EventDate,PitstopCount,TireStrategy0,TireStrategy,Overtakes,DriverFastestLap_s,AvgLapTime_s,AvgSpeedTrap_kmh,TrackTemp_Mean,AirTemp_Mean,Humidity_Mean,WindSpeed_Mean,Rainfall_Amount,WeatherConditions
87,Haas_F1_Team,20,,11,0,2025,Hungarian Grand Prix,8/3/25,2,MEDIUM > HARD,MEDIUM_HARD,7,81.989,84.1614375,291.3888889,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
31,Haas_F1_Team,14,14,20,0,2025,Azerbaijan Grand Prix,9/21/25,2,HARD > MEDIUM,HARD_MEDIUM,8,105.388,108.0778333,312.9019608,26.10705128,20.55192308,59.83333333,1.507051282,0,Clear
87,Haas_F1_Team,4,4,9,12,2025,Mexico City Grand Prix,10/26/25,2,SOFT > MEDIUM,SOFT_MEDIUM,7,80.705,83.37364789,324.3137255,50.5882716,26.40555556,23.2345679,1.847530864,0,Clear
87,Haas_F1_Team,6,6,8,8,2025,Sao Paulo Grand Prix,11/9/25,2,SOFT > MEDIUM,SOFT_MEDIUM,17,73.483,78.18628169,290.296875,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
31,Haas_F1_Team,12,12,20,0,2025,Sao Paulo Grand Prix,11/9/25,2,HARD > MEDIUM,HARD_MEDIUM,19,73.481,78.53932394,297.2380952,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
20,Haas_F1_Team,12,12,15,0,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,8,95.57,98.44746429,302.7755102,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
27,Haas_F1_Team,16,16,10,0,2024,Bahrain Grand Prix,3/2/24,3,SOFT > HARD,SOFT_HARD,10,94.834,98.61382143,295.2051282,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
27,Haas_F1_Team,9,9,16,2,2024,Australian Grand Prix,3/24/24,2,HARD > MEDIUM,HARD_MEDIUM,11,81.145,85.02406897,293.7916667,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
20,Haas_F1_Team,10,10,14,1,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,9,81.082,84.75305263,297.0444444,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
27,Haas_F1_Team,11,11,12,0,2024,Japanese Grand Prix,4/7/24,3,SOFT > HARD,SOFT_HARD,10,95.325,100.18244,296.0384615,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
20,Haas_F1_Team,13,13,18,0,2024,Japanese Grand Prix,4/7/24,2,MEDIUM > HARD,MEDIUM_HARD,7,96.654,101.4887059,296.3076923,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
27,Haas_F1_Team,10,10,9,1,2024,Chinese Grand Prix,4/21/24,2,MEDIUM > HARD,MEDIUM_HARD,9,100.815,108.4119091,297.9107143,29.79272727,18.63939394,66.06060606,1.68,0,Clear
20,Haas_F1_Team,16,16,17,0,2024,Chinese Grand Prix,4/21/24,2,HARD > MEDIUM,HARD_MEDIUM,16,101.077,108.5363455,290.7321429,29.79272727,18.63939394,66.06060606,1.68,0,Clear
27,Haas_F1_Team,11,11,9,0,2024,Miami Grand Prix,5/5/24,2,MEDIUM > HARD,MEDIUM_HARD,6,91.941,96.32745614,309.7192982,44.664,28.522,59.00666667,3.080666667,0,Windy
20,Haas_F1_Team,19,19,18,0,2024,Miami Grand Prix,5/5/24,3,HARD > MEDIUM,HARD_MEDIUM,5,91.774,96.57121053,316.1403509,44.664,28.522,59.00666667,3.080666667,0,Windy
27,Haas_F1_Team,11,11,13,0,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,8,78.609,81.43093939,307.5740741,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
20,Haas_F1_Team,17,17,16,0,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,10,79.805,82.38484615,311.3898305,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
27,Haas_F1_Team,6,6,9,8,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,13,70.215,72.0688169,298.6197183,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
20,Haas_F1_Team,8,8,12,4,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,12,70.125,72.15708451,302.7746479,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
27,Haas_F1_Team,6,6,6,8,2024,British Grand Prix,7/7/24,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,4,89.836,96.20732692,305,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
20,Haas_F1_Team,12,12,17,0,2024,British Grand Prix,7/7/24,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,8,90.093,96.86946154,304.1538462,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
27,Haas_F1_Team,13,13,11,0,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,11,83.461,85.72714493,294.2745098,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
20,Haas_F1_Team,15,15,15,0,2024,Hungarian Grand Prix,7/21/24,2,SOFT > HARD,SOFT_HARD,8,83.553,85.90276812,295.5510204,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
27,Haas_F1_Team,18,18,16,0,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,7,108.954,111.0425682,313.6060606,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
27,Haas_F1_Team,17,17,10,0,2024,Italian Grand Prix,9/1/24,2,MEDIUM > HARD,MEDIUM_HARD,5,83.275,86.76148077,321.7045455,49.3112782,33.10150376,32.28571429,1.518796992,0,Clear
20,Haas_F1_Team,19,19,14,0,2024,Singapore Grand Prix,9/22/24,3,HARD > MEDIUM > SOFT,HARD_SOFT,6,94.754,100.7365357,288.2978723,36.445625,30.78625,74.65,0.955,0,Clear
20,Haas_F1_Team,11,11,8,0,2024,United States Grand Prix,10/20/24,2,MEDIUM > HARD,MEDIUM_HARD,8,98.21,101.4689259,304.6428571,46.60193548,28.12129032,35.53548387,1.5,0,Clear
27,Haas_F1_Team,8,8,9,4,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,14,96.585,99.71554,309.86,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
20,Haas_F1_Team,9,9,10,2,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,10,84.259,96.44736842,290.0196078,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
20,Haas_F1_Team,13,13,17,0,2023,Bahrain Grand Prix,3/5/23,3,HARD > SOFT,HARD_SOFT,12,96.471,100.9552321,294.3125,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
27,Haas_F1_Team,15,15,10,0,2023,Bahrain Grand Prix,3/5/23,3,SOFT > HARD,SOFT_HARD,7,96.616,101.0829821,296.5555556,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
27,Haas_F1_Team,7,7,10,6,2023,Australian Grand Prix,4/2/23,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,3,81.124,86.52936538,277.2407407,30.13963964,17.44954955,54.15765766,1.127027027,0,Clear
20,Haas_F1_Team,17,17,14,0,2023,Australian Grand Prix,4/2/23,2,MEDIUM > HARD,MEDIUM_HARD,4,81.685,87.23292,284.2826087,30.13963964,17.44954955,54.15765766,1.127027027,0,Clear
27,Haas_F1_Team,15,15,7,0,2023,Spanish Grand Prix,6/4/23,3,SOFT > MEDIUM > HARD,SOFT_HARD,13,78.776,81.46518462,308.1020408,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
20,Haas_F1_Team,18,18,17,0,2023,Spanish Grand Prix,6/4/23,3,SOFT > MEDIUM > HARD,SOFT_HARD,11,78.069,81.78492308,313.38,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
27,Haas_F1_Team,15,15,5,0,2023,Canadian Grand Prix,6/18/23,2,MEDIUM > HARD,MEDIUM_HARD,5,77.232,81.96073913,301.0289855,30.59320988,18.53024691,63.90123457,1.941975309,0,Clear
20,Haas_F1_Team,17,17,13,0,2023,Canadian Grand Prix,6/18/23,2,HARD > MEDIUM,HARD_MEDIUM,5,76.126,82.73343478,304.8405797,30.59320988,18.53024691,63.90123457,1.941975309,0,Clear
20,Haas_F1_Team,18,18,19,0,2023,Austrian Grand Prix,7/2/23,3,HARD > MEDIUM,HARD_MEDIUM,8,70.176,74.02,298.5714286,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
27,Haas_F1_Team,20,,8,0,2023,Austrian Grand Prix,7/2/23,2,MEDIUM > HARD,MEDIUM_HARD,0,71.066,82.04791667,297.5833333,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
27,Haas_F1_Team,13,13,11,0,2023,British Grand Prix,7/9/23,2,HARD > MEDIUM > SOFT,HARD_SOFT,6,91.776,98.91540385,293.6153846,30.9410596,21.47350993,56.18543046,3.02384106,0,Windy
27,Haas_F1_Team,14,14,10,0,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,6,83.573,86.08597101,292.2352941,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
20,Haas_F1_Team,17,17,19,0,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,7,83.864,86.53601449,293.1521739,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
20,Haas_F1_Team,15,15,16,0,2023,Belgian Grand Prix,7/30/23,2,SOFT > MEDIUM,SOFT_MEDIUM,7,110.993,114.8228182,307.4137931,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
27,Haas_F1_Team,18,18,20,0,2023,Belgian Grand Prix,7/30/23,2,MEDIUM > SOFT,MEDIUM_SOFT,13,109.907,115.0204545,309.6969697,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
27,Haas_F1_Team,17,17,13,0,2023,Italian Grand Prix,9/3/23,2,MEDIUM > HARD,MEDIUM_HARD,5,85.894,88.46472,311.5116279,42.92820513,29.33012821,42.32051282,1.13974359,0,Clear
20,Haas_F1_Team,18,18,19,0,2023,Italian Grand Prix,9/3/23,2,HARD > MEDIUM,HARD_MEDIUM,5,86.278,88.67534,311.1363636,42.92820513,29.33012821,42.32051282,1.13974359,0,Clear
20,Haas_F1_Team,10,10,6,1,2023,Singapore Grand Prix,9/17/23,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,8,98.107,102.3470833,284.5714286,36.42215909,29.84431818,72.02840909,1.415909091,0,Clear
27,Haas_F1_Team,14,14,18,0,2023,Japanese Grand Prix,9/24/23,3,SOFT > MEDIUM > HARD,SOFT_HARD,10,97.25,101.5973061,284.0384615,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
20,Haas_F1_Team,15,15,15,0,2023,Japanese Grand Prix,9/24/23,2,MEDIUM > HARD,MEDIUM_HARD,8,97.842,102.0161633,282.5961538,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
20,Haas_F1_Team,14,14,18,0,2023,Qatar Grand Prix,10/8/23,3,SOFT > MEDIUM > HARD,SOFT_HARD,11,87.067,93.93596429,289.7843137,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
27,Haas_F1_Team,16,16,14,0,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,9,86.444,94.18308929,287.0612245,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
27,Haas_F1_Team,11,11,18,0,2023,United States Grand Prix,10/22/23,2,HARD > MEDIUM,HARD_MEDIUM,13,100.925,103.7726071,296.8035714,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
20,Haas_F1_Team,14,14,17,0,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,8,101.506,104.1715273,295,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
27,Haas_F1_Team,13,13,12,0,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,6,83.222,87.0459,322.952381,45.63947368,25.54736842,23.55263158,1.49,0,Clear
20,Haas_F1_Team,13,13,8,0,2023,Las Vegas Grand Prix,11/19/23,2,MEDIUM > HARD,MEDIUM_HARD,5,97.455,101.7017778,287,17.99444444,18.05,47.36111111,2.300925926,0,Windy
27,Haas_F1_Team,19,19,13,0,2023,Las Vegas Grand Prix,11/19/23,2,MEDIUM > HARD,MEDIUM_HARD,5,97.565,103.4294878,272.4444444,17.99444444,18.05,47.36111111,2.300925926,0,Windy
27,Haas_F1_Team,15,15,8,0,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,9,89.217,91.48827586,299.5,33.46089744,26.96282051,51,1.794871795,0,Clear
20,Haas_F1_Team,20,20,17,0,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,4,89.934,91.88596491,302.2105263,33.46089744,26.96282051,51,1.794871795,0,Clear
20,Haas_F1_Team,5,5,7,10,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,8,96.623,102.9532982,287.7777778,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
47,Haas_F1_Team,11,11,12,0,2022,Bahrain Grand Prix,3/20/22,2,SOFT > MEDIUM,SOFT_MEDIUM,13,96.956,103.2659298,290.627451,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
47,Haas_F1_Team,15,15,15,0,2022,Miami Grand Prix,5/8/22,2,MEDIUM > HARD,MEDIUM_HARD,9,92.528,99.74146429,296.3157895,42.81975309,30.61728395,58.85802469,2.267283951,9,Rainy
20,Haas_F1_Team,16,16,16,0,2022,Miami Grand Prix,5/8/22,3,MEDIUM > HARD,MEDIUM_HARD,13,93.511,99.19743636,298.6491228,42.81975309,30.61728395,58.85802469,2.267283951,9,Rainy
47,Haas_F1_Team,14,14,10,0,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM,SOFT_MEDIUM,9,87.447,90.52181538,301.6666667,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
20,Haas_F1_Team,17,17,8,0,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM > HARD,SOFT_HARD,5,87.537,91.45517187,298.7586207,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
47,Haas_F1_Team,14,14,20,0,2022,Azerbaijan Grand Prix,6/12/22,2,HARD > MEDIUM,HARD_MEDIUM,6,108.41,113.0769184,306.26,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
47,Haas_F1_Team,8,8,19,4,2022,British Grand Prix,7/3/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,13,92.109,98.78228,296.2307692,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
20,Haas_F1_Team,10,10,17,1,2022,British Grand Prix,7/3/22,2,SOFT > MEDIUM,SOFT_MEDIUM,8,92.661,98.85244,293.75,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
47,Haas_F1_Team,6,6,9,8,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,15,69.625,72.42302857,295.3428571,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
20,Haas_F1_Team,8,8,7,4,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,12,69.938,72.51325714,292.1142857,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
47,Haas_F1_Team,15,15,17,0,2022,French Grand Prix,7/24/22,2,MEDIUM > HARD,MEDIUM_HARD,7,99.068,103.4435094,298.3018868,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
20,Haas_F1_Team,18,,20,0,2022,French Grand Prix,7/24/22,3,MEDIUM > HARD,MEDIUM_HARD,7,99.265,103.9788649,309.7105263,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
47,Haas_F1_Team,14,14,15,0,2022,Hungarian Grand Prix,7/31/22,2,MEDIUM > HARD,MEDIUM_HARD,8,83.151,87.15092754,277.4561404,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
20,Haas_F1_Team,16,16,13,0,2022,Hungarian Grand Prix,7/31/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,83.511,87.56428986,276.8909091,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
20,Haas_F1_Team,16,16,12,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,6,113.332,116.9692195,305.4,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
47,Haas_F1_Team,17,17,19,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,10,112.212,117.1573902,298.9189189,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
20,Haas_F1_Team,16,16,16,0,2022,Italian Grand Prix,9/11/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,8,86.798,92.92609615,293.8979592,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
47,Haas_F1_Team,15,15,16,0,2022,United States Grand Prix,10/23/22,2,HARD > MEDIUM,HARD_MEDIUM,12,102.32,107.7454528,288.9464286,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
47,Haas_F1_Team,13,13,12,0,2022,Sao Paulo Grand Prix,11/13/22,2,MEDIUM > SOFT,MEDIUM_SOFT,12,75.251,83.71750704,276.6567164,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
47,Haas_F1_Team,16,16,12,0,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD,MEDIUM_HARD,10,89.833,93.06989474,299.0701754,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
77,Kick_Sauber,8,8,12,4,2023,Bahrain Grand Prix,3/5/23,2,SOFT > HARD,SOFT_HARD,7,97.379,100.164614,287.9056604,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
24,Kick_Sauber,16,16,13,0,2023,Bahrain Grand Prix,3/5/23,3,SOFT > HARD,SOFT_HARD,12,93.996,101.3640179,296.372549,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
24,Kick_Sauber,13,13,11,0,2023,Saudi Arabian Grand Prix,3/19/23,2,MEDIUM > HARD,MEDIUM_HARD,7,93.894,99.01908,303.16,31.79256757,26.09189189,57.79054054,1.772297297,0,Clear
77,Kick_Sauber,18,18,14,0,2023,Saudi Arabian Grand Prix,3/19/23,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,2,94.384,99.02766667,295.3061224,31.79256757,26.09189189,57.79054054,1.772297297,0,Clear
77,Kick_Sauber,18,18,13,0,2023,Azerbaijan Grand Prix,4/30/23,3,MEDIUM > HARD,MEDIUM_HARD,4,106.304,110.7943061,312.1,41.21,24.860625,49.225,1.083125,0,Clear
24,Kick_Sauber,19,,15,0,2023,Azerbaijan Grand Prix,4/30/23,2,MEDIUM > HARD,MEDIUM_HARD,5,107.553,110.3782353,311.1111111,41.21,24.860625,49.225,1.083125,0,Clear
24,Kick_Sauber,9,9,13,2,2023,Spanish Grand Prix,6/4/23,2,SOFT > HARD,SOFT_HARD,12,78.753,81.05784848,308.84,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
77,Kick_Sauber,19,19,16,0,2023,Spanish Grand Prix,6/4/23,2,SOFT > HARD,SOFT_HARD,9,78.242,81.96743077,303.3703704,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
24,Kick_Sauber,16,16,20,0,2023,Canadian Grand Prix,6/18/23,2,MEDIUM > HARD,MEDIUM_HARD,6,77.09,81.96702899,306.3043478,30.59320988,18.53024691,63.90123457,1.941975309,0,Clear
24,Kick_Sauber,12,12,17,0,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,10,69.786,73.68914286,292.5714286,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
77,Kick_Sauber,15,15,14,0,2023,Austrian Grand Prix,7/2/23,3,HARD > MEDIUM,HARD_MEDIUM,11,69.94,73.94834286,296.7428571,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
24,Kick_Sauber,15,15,17,0,2023,British Grand Prix,7/9/23,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,91.769,98.97611538,295.4038462,30.9410596,21.47350993,56.18543046,3.02384106,0,Windy
77,Kick_Sauber,12,12,7,0,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,8,83.651,85.77844928,295.0925926,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
24,Kick_Sauber,16,16,5,0,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,9,83.743,86.2192029,291.6851852,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
77,Kick_Sauber,12,12,13,0,2023,Belgian Grand Prix,7/30/23,2,SOFT > MEDIUM,SOFT_MEDIUM,10,110.515,114.4463864,306.5405405,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
24,Kick_Sauber,13,13,17,0,2023,Belgian Grand Prix,7/30/23,2,SOFT > MEDIUM,SOFT_MEDIUM,13,110.188,114.6793409,311.225,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
24,Kick_Sauber,14,14,16,0,2023,Italian Grand Prix,9/3/23,2,MEDIUM > HARD,MEDIUM_HARD,8,85.983,88.27812,318.2682927,42.92820513,29.33012821,42.32051282,1.13974359,0,Clear
24,Kick_Sauber,12,12,19,0,2023,Singapore Grand Prix,9/17/23,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,10,99.316,103.6856885,279.5652174,36.42215909,29.84431818,72.02840909,1.415909091,0,Clear
24,Kick_Sauber,13,13,19,0,2023,Japanese Grand Prix,9/24/23,3,SOFT > HARD,SOFT_HARD,11,97.791,101.6661837,280.5769231,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
77,Kick_Sauber,20,,16,0,2023,Japanese Grand Prix,9/24/23,3,SOFT > HARD,SOFT_HARD,1,106.852,136.214,196.1428571,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
77,Kick_Sauber,8,8,9,4,2023,Qatar Grand Prix,10/8/23,3,SOFT > MEDIUM > HARD,SOFT_HARD,16,86.652,93.43387719,284.3653846,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
24,Kick_Sauber,9,9,19,2,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,18,86.323,93.60166667,290.8545455,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
77,Kick_Sauber,12,12,13,0,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,12,101.972,103.9279107,295.9642857,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
24,Kick_Sauber,13,13,12,0,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,9,101.879,104.0897818,290.5818182,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
24,Kick_Sauber,14,14,10,0,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,7,83.567,87.06287143,321.8392857,45.63947368,25.54736842,23.55263158,1.49,0,Clear
77,Kick_Sauber,15,15,9,0,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,5,83.166,87.02815714,333.3382353,45.63947368,25.54736842,23.55263158,1.49,0,Clear
77,Kick_Sauber,17,17,7,0,2023,Las Vegas Grand Prix,11/19/23,2,MEDIUM > HARD,MEDIUM_HARD,9,97.562,107.4470204,285.42,17.99444444,18.05,47.36111111,2.300925926,0,Windy
24,Kick_Sauber,17,17,19,0,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,14,88.746,91.587,302.8103448,33.46089744,26.96282051,51,1.794871795,0,Clear
77,Kick_Sauber,6,6,6,8,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,17,96.599,102.9772456,294.625,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
24,Kick_Sauber,10,10,15,1,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,22,96.685,102.1610714,289.5769231,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
24,Kick_Sauber,11,11,12,0,2022,Saudi Arabian Grand Prix,3/27/22,2,MEDIUM > HARD,MEDIUM_HARD,9,93.924,99.54617021,288.04,28.40921053,25.42039474,59.66447368,2.359210526,0,Windy
77,Kick_Sauber,15,,8,0,2022,Saudi Arabian Grand Prix,3/27/22,3,MEDIUM > HARD,MEDIUM_HARD,2,93.979,98.26928125,285.2777778,28.40921053,25.42039474,59.66447368,2.359210526,0,Windy
77,Kick_Sauber,6,6,7,8,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM,SOFT_MEDIUM,6,86.395,89.40077273,294.852459,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
24,Kick_Sauber,19,,15,0,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM,SOFT_MEDIUM,6,88.415,91.98467857,303.16,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
24,Kick_Sauber,18,,14,0,2022,Azerbaijan Grand Prix,6/12/22,2,MEDIUM > HARD,MEDIUM_HARD,5,108.723,114.3825217,312.6086957,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
24,Kick_Sauber,8,8,10,4,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,4,76.578,82.98155714,302.2142857,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
77,Kick_Sauber,11,11,0,0,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,14,69.266,72.63267143,297.1714286,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
24,Kick_Sauber,14,14,13,0,2022,Austrian Grand Prix,7/10/22,2,HARD > MEDIUM,HARD_MEDIUM,16,69.38,72.79301429,295.3142857,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
77,Kick_Sauber,14,14,11,0,2022,French Grand Prix,7/24/22,2,HARD > MEDIUM,HARD_MEDIUM,8,97.963,103.3731698,300.0566038,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
24,Kick_Sauber,16,16,16,0,2022,French Grand Prix,7/24/22,2,MEDIUM > HARD,MEDIUM_HARD,5,99.368,104.4907447,298.7021277,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
24,Kick_Sauber,13,13,12,0,2022,Hungarian Grand Prix,7/31/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,17,82.029,87.14676812,278.2931034,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
24,Kick_Sauber,14,14,18,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > SOFT,MEDIUM_SOFT,12,112.317,116.796,306.8055556,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
77,Kick_Sauber,19,,16,0,2022,Dutch Grand Prix,9/4/22,2,SOFT > MEDIUM,SOFT_MEDIUM,13,76.844,80.00898113,279.8,33.44601227,22.73006135,75.3803681,1.06196319,0,Clear
24,Kick_Sauber,12,12,18,0,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,14,102.394,108.4107593,294.375,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
